1,5.02
2,6.3248
3,7.2401
4,7.9688
5,8.5841
6,9.122
7,9.6029
8,10.04
9,10.442
10,10.815
11,11.164
12,11.493
13,11.804
14,12.099
15,12.38
16,12.65
17,12.908
18,13.156
19,13.395
20,13.626
21,13.85
22,14.066
23,14.276
24,14.48
25,14.679
26,14.872
27,15.06
28,15.244
29,15.423
30,15.598
31,15.77
32,15.938
33,16.102
34,16.263
35,16.421
36,16.576
37,16.728
38,16.877
39,17.024
40,17.168
41,17.31
42,17.45
43,17.587
44,17.722
45,17.856
46,17.987
47,18.116
48,18.244
49,18.37
50,18.494
51,18.616
52,18.737
53,18.857
54,18.974
55,19.091
56,19.206
57,19.32
58,19.432
59,19.543
60,19.653
61,19.761
62,19.869
63,19.975
64,20.08
65,20.184
66,20.287
67,20.389
68,20.49
69,20.59
70,20.689
71,20.787
72,20.884
73,20.98
74,21.076
75,21.17
76,21.264
77,21.357
78,21.449
79,21.54
80,21.631
81,21.72
82,21.809
83,21.898
84,21.985
85,22.072
86,22.158
87,22.244
88,22.329
89,22.413
90,22.497
91,22.58
92,22.662
93,22.744
94,22.825
95,22.906
96,22.986
97,23.065
98,23.144
99,23.223
100,23.301
101,23.378
102,23.455
103,23.532
104,23.607
105,23.683
106,23.758
107,23.832
108,23.906
109,23.98
110,24.053
111,24.126
112,24.198
113,24.27
114,24.341
115,24.412
116,24.483
117,24.553
118,24.622
119,24.692
120,24.761
121,24.829
122,24.898
123,24.965
124,25.033
125,25.1
126,25.167
127,25.233
128,25.299
129,25.365
130,25.43
131,25.495
132,25.56
133,25.624
134,25.689
135,25.752
136,25.816
137,25.879
138,25.942
139,26.004
140,26.066
141,26.128
142,26.19
143,26.251
144,26.312
145,26.373
146,26.434
147,26.494
148,26.554
149,26.613
150,26.673
151,26.732
152,26.791
153,26.849
154,26.908
155,26.966
156,27.024
157,27.081
158,27.139
159,27.196
160,27.253
161,27.309
162,27.366
163,27.422
164,27.478
165,27.534
166,27.589
167,27.645
168,27.7
169,27.755
170,27.809
171,27.864
172,27.918
173,27.972
174,28.026
175,28.079
176,28.133
177,28.186
178,28.239
179,28.291
180,28.344
181,28.396
182,28.449
183,28.501
184,28.552
185,28.604
186,28.656
187,28.707
188,28.758
189,28.809
190,28.86
191,28.91
192,28.96
193,29.011
194,29.061
195,29.11
196,29.16
197,29.21
198,29.259
199,29.308
200,29.357
201,29.406
202,29.455
203,29.503
204,29.552
205,29.6
206,29.648
207,29.696
208,29.744
209,29.791
210,29.839
211,29.886
212,29.933
213,29.98
214,30.027
215,30.074
216,30.12
217,30.166
218,30.213
219,30.259
220,30.305
221,30.351
222,30.396
223,30.442
224,30.487
225,30.533
226,30.578
227,30.623
228,30.668
229,30.713
230,30.757
231,30.802
232,30.846
233,30.89
234,30.935
235,30.979
236,31.022
237,31.066
238,31.11
239,31.153
240,31.197
241,31.24
242,31.283
243,31.326
244,31.369
245,31.412
246,31.455
247,31.497
248,31.54
249,31.582
250,31.624
251,31.666
252,31.708
253,31.75
254,31.792
255,31.834
256,31.875
257,31.917
258,31.958
259,31.999
260,32.04
261,32.081
262,32.122
263,32.163
264,32.204
265,32.244
266,32.285
267,32.325
268,32.366
269,32.406
270,32.446
271,32.486
272,32.526
273,32.566
274,32.605
275,32.645
276,32.684
277,32.724
278,32.763
279,32.802
280,32.842
281,32.881
282,32.92
283,32.958
284,32.997
285,33.036
286,33.075
287,33.113
288,33.151
289,33.19
290,33.228
291,33.266
292,33.304
293,33.342
294,33.38
295,33.418
296,33.456
297,33.493
298,33.531
299,33.568
300,33.606
301,33.643
302,33.68
303,33.717
304,33.754
305,33.791
306,33.828
307,33.865
308,33.902
309,33.938
310,33.975
311,34.011
312,34.048
313,34.084
314,34.12
315,34.157
316,34.193
317,34.229
318,34.265
319,34.301
320,34.336
321,34.372
322,34.408
323,34.443
324,34.479
325,34.514
326,34.55
327,34.585
328,34.62
329,34.655
330,34.69
331,34.725
332,34.76
333,34.795
334,34.83
335,34.865
336,34.899
337,34.934
338,34.968
339,35.003
340,35.037
341,35.072
342,35.106
343,35.14
344,35.174
345,35.208
346,35.242
347,35.276
348,35.31
349,35.344
350,35.378
351,35.411
352,35.445
353,35.478
354,35.512
355,35.545
356,35.579
357,35.612
358,35.645
359,35.678
360,35.711
361,35.744
362,35.777
363,35.81
364,35.843
365,35.876
366,35.909
367,35.941
368,35.974
369,36.006
370,36.039
371,36.071
372,36.104
373,36.136
374,36.168
375,36.201
376,36.233
377,36.265
378,36.297
379,36.329
380,36.361
381,36.393
382,36.424
383,36.456
384,36.488
385,36.52
386,36.551
387,36.583
388,36.614
389,36.646
390,36.677
391,36.708
392,36.74
393,36.771
394,36.802
395,36.833
396,36.864
397,36.895
398,36.926
399,36.957
400,36.988
401,37.019
402,37.049
403,37.08
404,37.111
405,37.141
406,37.172
407,37.202
408,37.233
409,37.263
410,37.293
411,37.324
412,37.354
413,37.384
414,37.414
415,37.444
416,37.474
417,37.504
418,37.534
419,37.564
420,37.594
421,37.624
422,37.654
423,37.684
424,37.713
425,37.743
426,37.772
427,37.802
428,37.831
429,37.861
430,37.89
431,37.92
432,37.949
433,37.978
434,38.007
435,38.037
436,38.066
437,38.095
438,38.124
439,38.153
440,38.182
441,38.211
442,38.239
443,38.268
444,38.297
445,38.326
446,38.354
447,38.383
448,38.412
449,38.44
450,38.469
451,38.497
452,38.526
453,38.554
454,38.582
455,38.611
456,38.639
457,38.667
458,38.695
459,38.724
460,38.752
461,38.78
462,38.808
463,38.836
464,38.864
465,38.892
466,38.919
467,38.947
468,38.975
469,39.003
470,39.03
471,39.058
472,39.086
473,39.113
474,39.141
475,39.168
476,39.196
477,39.223
478,39.251
479,39.278
480,39.305
481,39.333
482,39.36
483,39.387
484,39.414
485,39.441
486,39.468
487,39.496
488,39.523
489,39.549
490,39.576
491,39.603
492,39.63
493,39.657
494,39.684
495,39.711
496,39.737
497,39.764
498,39.791
499,39.817
500,39.844
501,39.87
502,39.897
503,39.923
504,39.95
505,39.976
506,40.003
507,40.029
508,40.055
509,40.081
510,40.108
511,40.134
512,40.16
513,40.186
514,40.212
515,40.238
516,40.264
517,40.29
518,40.316
519,40.342
520,40.368
521,40.394
522,40.42
523,40.446
524,40.471
525,40.497
526,40.523
527,40.549
528,40.574
529,40.6
530,40.625
531,40.651
532,40.676
533,40.702
534,40.727
535,40.753
536,40.778
537,40.803
538,40.829
539,40.854
540,40.879
541,40.904
542,40.93
543,40.955
544,40.98
545,41.005
546,41.03
547,41.055
548,41.08
549,41.105
550,41.13
551,41.155
552,41.18
553,41.205
554,41.229
555,41.254
556,41.279
557,41.304
558,41.328
559,41.353
560,41.378
561,41.402
562,41.427
563,41.452
564,41.476
565,41.501
566,41.525
567,41.549
568,41.574
569,41.598
570,41.623
571,41.647
572,41.671
573,41.696
574,41.72
575,41.744
576,41.768
577,41.792
578,41.816
579,41.841
580,41.865
581,41.889
582,41.913
583,41.937
584,41.961
585,41.985
586,42.009
587,42.032
588,42.056
589,42.08
590,42.104
591,42.128
592,42.151
593,42.175
594,42.199
595,42.222
596,42.246
597,42.27
598,42.293
599,42.317
600,42.34
601,42.364
602,42.387
603,42.411
604,42.434
605,42.458
606,42.481
607,42.504
608,42.528
609,42.551
610,42.574
611,42.598
612,42.621
613,42.644
614,42.667
615,42.69
616,42.713
617,42.737
618,42.76
619,42.783
620,42.806
621,42.829
622,42.852
623,42.875
624,42.898
625,42.92
626,42.943
627,42.966
628,42.989
629,43.012
630,43.035
631,43.057
632,43.08
633,43.103
634,43.126
635,43.148
636,43.171
637,43.193
638,43.216
639,43.239
640,43.261
641,43.284
642,43.306
643,43.329
644,43.351
645,43.374
646,43.396
647,43.418
648,43.441
649,43.463
650,43.485
651,43.508
652,43.53
653,43.552
654,43.574
655,43.597
656,43.619
657,43.641
658,43.663
659,43.685
660,43.707
661,43.729
662,43.751
663,43.773
664,43.795
665,43.817
666,43.839
667,43.861
668,43.883
669,43.905
670,43.927
671,43.949
672,43.97
673,43.992
674,44.014
675,44.036
676,44.058
677,44.079
678,44.101
679,44.123
680,44.144
